BNF_PARAGRAPH_CODE,REGION_CODE,UNIT_OF_MEASURE,PREP_CLASS,SNOMED_CODE,PHARMACY_ADVANCED_SERVICE,BNF_CHAPTER,YEAR_MONTH,SUPPLIER_NAME,TOTAL_QUANTITY,DISPENSER_ACCOUNT_TYPE,GENERIC_BNF_EQUIVALENT_NAME,BNF_PRESENTATION_CODE,BNF_SECTION,GENERIC_BNF_EQUIVALENT_CODE,BNF_SECTION_CODE,ICB_NAME,PRESCRIBED_PREP_CLASS,BNF_PARAGRAPH,ICB_CODE,BNF_CHAPTER_CODE,REGION_NAME,ITEMS,BNF_CHEMICAL_SUBSTANCE,BNF_CHEMICAL_SUBSTANCE_CODE,NIC,BNF_PRESENTATION_NAME
50101,Y62,capsule,1,39732311000001104,Pharmacy First Clinical Pathways,Infections,202403,,90.0,English Pharmacy,Amoxicillin 250mg capsules,0501013B0AAAAAA,Antibacterial drugs,0501013B0AAAAAA,501,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,1,Penicillins,QYG,5,NORTH WEST,3,Amoxicillin,0501013B0,5.58,Amoxicillin 250mg capsules
50101,Y63,capsule,1,39732311000001104,Pharmacy First Clinical Pathways,Infections,202403,,30.0,English Pharmacy,Amoxicillin 250mg capsules,0501013B0AAAAAA,Antibacterial drugs,0501013B0AAAAAA,501,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,1,Penicillins,QF7,5,NORTH EAST AND YORKSHIRE,1,Amoxicillin,0501013B0,1.86,Amoxicillin 250mg capsules
50101,Y63,capsule,1,39732311000001104,Pharmacy First Clinical Pathways,Infections,202403,,285.0,English Pharmacy,Amoxicillin 250mg capsules,0501013B0AAAAAA,Antibacterial drugs,0501013B0AAAAAA,501,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,1,Penicillins,QHM,5,NORTH EAST AND YORKSHIRE,10,Amoxicillin,0501013B0,17.67,Amoxicillin 250mg capsules
50101,Y58,capsule,1,39732311000001104,Pharmacy First Clinical Pathways,Infections,202403,,90.0,English Pharmacy,Amoxicillin 250mg capsules,0501013B0AAAAAA,Antibacterial drugs,0501013B0AAAAAA,501,NHS DEVON INTEGRATED CARE BOARD,1,Penicillins,QJK,5,SOUTH WEST,3,Amoxicillin,0501013B0,5.58,Amoxicillin 250mg capsules
50101,Y59,capsule,1,39732311000001104,Pharmacy First Clinical Pathways,Infections,202403,,30.0,English Pharmacy,Amoxicillin 250mg capsules,0501013B0AAAAAA,Antibacterial drugs,0501013B0AAAAAA,501,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,1,Penicillins,QXU,5,SOUTH EAST,1,Amoxicillin,0501013B0,1.86,Amoxicillin 250mg capsules
50101,Y61,capsule,1,39732311000001104,Pharmacy First Clinical Pathways,Infections,202403,,75.0,English Pharmacy,Amoxicillin 250mg capsules,0501013B0AAAAAA,Antibacterial drugs,0501013B0AAAAAA,501,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,1,Penicillins,QM7,5,EAST OF ENGLAND,3,Amoxicillin,0501013B0,4.65,Amoxicillin 250mg capsules
50101,Y60,capsule,1,39732311000001104,Pharmacy First Clinical Pathways,Infections,202403,,120.0,English Pharmacy,Amoxicillin 250mg capsules,0501013B0AAAAAA,Antibacterial drugs,0501013B0AAAAAA,501,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,1,Penicillins,QT1,5,MIDLANDS,4,Amoxicillin,0501013B0,7.44,Amoxicillin 250mg capsules
50101,Y62,capsule,1,39732311000001104,Pharmacy First Clinical Pathways,Infections,202403,,120.0,English Pharmacy,Amoxicillin 250mg capsules,0501013B0AAAAAA,Antibacterial drugs,0501013B0AAAAAA,501,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,1,Penicillins,QE1,5,NORTH WEST,5,Amoxicillin,0501013B0,7.44,Amoxicillin 250mg capsules
50101,Y61,capsule,1,39732311000001104,Pharmacy First Clinical Pathways,Infections,202403,,76.0,English Pharmacy,Amoxicillin 250mg capsules,0501013B0AAAAAA,Antibacterial drugs,0501013B0AAAAAA,501,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,1,Penicillins,QH8,5,EAST OF ENGLAND,4,Amoxicillin,0501013B0,4.71,Amoxicillin 250mg capsules
50101,Y61,capsule,1,39732311000001104,Pharmacy First Clinical Pathways,Infections,202403,,15.0,English Pharmacy,Amoxicillin 250mg capsules,0501013B0AAAAAA,Antibacterial drugs,0501013B0AAAAAA,501,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",1,Penicillins,QHG,5,EAST OF ENGLAND,1,Amoxicillin,0501013B0,0.93,Amoxicillin 250mg capsules
50101,Y56,capsule,1,39732311000001104,Pharmacy First Clinical Pathways,Infections,202403,,30.0,English Pharmacy,Amoxicillin 250mg capsules,0501013B0AAAAAA,Antibacterial drugs,0501013B0AAAAAA,501,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,1,Penicillins,QWE,5,LONDON,1,Amoxicillin,0501013B0,1.86,Amoxicillin 250mg capsules
50101,Y58,capsule,1,39732311000001104,Pharmacy First Clinical Pathways,Infections,202403,,30.0,English Pharmacy,Amoxicillin 250mg capsules,0501013B0AAAAAA,Antibacterial drugs,0501013B0AAAAAA,501,NHS DORSET INTEGRATED CARE BOARD,1,Penicillins,QVV,5,SOUTH WEST,1,Amoxicillin,0501013B0,1.86,Amoxicillin 250mg capsules
50101,Y60,capsule,1,39732311000001104,Pharmacy First Clinical Pathways,Infections,202403,,60.0,English Pharmacy,Amoxicillin 250mg capsules,0501013B0AAAAAA,Antibacterial drugs,0501013B0AAAAAA,501,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,1,Penicillins,QJ2,5,MIDLANDS,2,Amoxicillin,0501013B0,3.72,Amoxicillin 250mg capsules
50101,Y60,capsule,1,39732311000001104,Pharmacy First Clinical Pathways,Infections,202403,,45.0,English Pharmacy,Amoxicillin 250mg capsules,0501013B0AAAAAA,Antibacterial drugs,0501013B0AAAAAA,501,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",1,Penicillins,QOC,5,MIDLANDS,2,Amoxicillin,0501013B0,2.79,Amoxicillin 250mg capsules
50101,Y59,capsule,1,39732311000001104,Pharmacy First Clinical Pathways,Infections,202403,,21.0,English Pharmacy,Amoxicillin 250mg capsules,0501013B0AAAAAA,Antibacterial drugs,0501013B0AAAAAA,501,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",1,Penicillins,QU9,5,SOUTH EAST,1,Amoxicillin,0501013B0,1.3,Amoxicillin 250mg capsules
50101,Y59,capsule,1,39732311000001104,Pharmacy First Clinical Pathways,Infections,202403,,45.0,English Pharmacy,Amoxicillin 250mg capsules,0501013B0AAAAAA,Antibacterial drugs,0501013B0AAAAAA,501,NHS SUSSEX INTEGRATED CARE BOARD,1,Penicillins,QNX,5,SOUTH EAST,2,Amoxicillin,0501013B0,2.79,Amoxicillin 250mg capsules
50101,Y60,capsule,1,39732311000001104,Pharmacy First Clinical Pathways,Infections,202403,,30.0,English Pharmacy,Amoxicillin 250mg capsules,0501013B0AAAAAA,Antibacterial drugs,0501013B0AAAAAA,501,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,1,Penicillins,QGH,5,MIDLANDS,1,Amoxicillin,0501013B0,1.86,Amoxicillin 250mg capsules
50101,Y60,capsule,1,39732411000001106,Pharmacy First Clinical Pathways,Infections,202403,,330.0,English Pharmacy,Amoxicillin 500mg capsules,0501013B0AAABAB,Antibacterial drugs,0501013B0AAABAB,501,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,1,Penicillins,QGH,5,MIDLANDS,22,Amoxicillin,0501013B0,24.64,Amoxicillin 500mg capsules
50101,Y60,capsule,1,39732411000001106,Pharmacy First Clinical Pathways,Infections,202403,,240.0,English Pharmacy,Amoxicillin 500mg capsules,0501013B0AAABAB,Antibacterial drugs,0501013B0AAABAB,501,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,1,Penicillins,QPM,5,MIDLANDS,16,Amoxicillin,0501013B0,17.92,Amoxicillin 500mg capsules
50101,Y61,capsule,1,39732411000001106,Pharmacy First Clinical Pathways,Infections,202403,,420.0,English Pharmacy,Amoxicillin 500mg capsules,0501013B0AAABAB,Antibacterial drugs,0501013B0AAABAB,501,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",1,Penicillins,QHG,5,EAST OF ENGLAND,28,Amoxicillin,0501013B0,31.36,Amoxicillin 500mg capsules
50101,Y63,capsule,1,39732411000001106,Pharmacy First Clinical Pathways,Infections,202403,,600.0,English Pharmacy,Amoxicillin 500mg capsules,0501013B0AAABAB,Antibacterial drugs,0501013B0AAABAB,501,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,1,Penicillins,QF7,5,NORTH EAST AND YORKSHIRE,40,Amoxicillin,0501013B0,44.8,Amoxicillin 500mg capsules
50101,Y56,capsule,1,39732411000001106,Pharmacy First Clinical Pathways,Infections,202403,,630.0,English Pharmacy,Amoxicillin 500mg capsules,0501013B0AAABAB,Antibacterial drugs,0501013B0AAABAB,501,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,1,Penicillins,QMF,5,LONDON,41,Amoxicillin,0501013B0,47.04,Amoxicillin 500mg capsules
50101,Y62,capsule,1,39732411000001106,Pharmacy First Clinical Pathways,Infections,202403,,936.0,English Pharmacy,Amoxicillin 500mg capsules,0501013B0AAABAB,Antibacterial drugs,0501013B0AAABAB,501,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,1,Penicillins,QE1,5,NORTH WEST,62,Amoxicillin,0501013B0,69.89,Amoxicillin 500mg capsules
50101,Y58,capsule,1,39732411000001106,Pharmacy First Clinical Pathways,Infections,202403,,402.0,English Pharmacy,Amoxicillin 500mg capsules,0501013B0AAABAB,Antibacterial drugs,0501013B0AAABAB,501,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",1,Penicillins,QOX,5,SOUTH WEST,26,Amoxicillin,0501013B0,30.02,Amoxicillin 500mg capsules
50101,Y56,capsule,1,39732411000001106,Pharmacy First Clinical Pathways,Infections,202403,,225.0,English Pharmacy,Amoxicillin 500mg capsules,0501013B0AAABAB,Antibacterial drugs,0501013B0AAABAB,501,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,1,Penicillins,QWE,5,LONDON,15,Amoxicillin,0501013B0,16.8,Amoxicillin 500mg capsules
50101,Y56,capsule,1,39732411000001106,Pharmacy First Clinical Pathways,Infections,202403,,215.0,English Pharmacy,Amoxicillin 500mg capsules,0501013B0AAABAB,Antibacterial drugs,0501013B0AAABAB,501,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,1,Penicillins,QMJ,5,LONDON,15,Amoxicillin,0501013B0,16.05,Amoxicillin 500mg capsules
50101,Y59,capsule,1,39732411000001106,Pharmacy First Clinical Pathways,Infections,202403,,390.0,English Pharmacy,Amoxicillin 500mg capsules,0501013B0AAABAB,Antibacterial drugs,0501013B0AAABAB,501,NHS FRIMLEY INTEGRATED CARE BOARD,1,Penicillins,QNQ,5,SOUTH EAST,26,Amoxicillin,0501013B0,29.12,Amoxicillin 500mg capsules
50101,Y61,capsule,1,39732411000001106,Pharmacy First Clinical Pathways,Infections,202403,,330.0,English Pharmacy,Amoxicillin 500mg capsules,0501013B0AAABAB,Antibacterial drugs,0501013B0AAABAB,501,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,1,Penicillins,QMM,5,EAST OF ENGLAND,22,Amoxicillin,0501013B0,24.64,Amoxicillin 500mg capsules
50101,Y63,capsule,1,39732411000001106,Pharmacy First Clinical Pathways,Infections,202403,,1247.0,English Pharmacy,Amoxicillin 500mg capsules,0501013B0AAABAB,Antibacterial drugs,0501013B0AAABAB,501,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,1,Penicillins,QHM,5,NORTH EAST AND YORKSHIRE,84,Amoxicillin,0501013B0,93.11,Amoxicillin 500mg capsules
50101,Y60,capsule,1,39732411000001106,Pharmacy First Clinical Pathways,Infections,202403,,150.0,English Pharmacy,Amoxicillin 500mg capsules,0501013B0AAABAB,Antibacterial drugs,0501013B0AAABAB,501,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",1,Penicillins,QOC,5,MIDLANDS,10,Amoxicillin,0501013B0,11.2,Amoxicillin 500mg capsules
50101,Y59,capsule,1,39732411000001106,Pharmacy First Clinical Pathways,Infections,202403,,827.0,English Pharmacy,Amoxicillin 500mg capsules,0501013B0AAABAB,Antibacterial drugs,0501013B0AAABAB,501,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,1,Penicillins,QRL,5,SOUTH EAST,56,Amoxicillin,0501013B0,61.75,Amoxicillin 500mg capsules
50101,Y59,capsule,1,39732411000001106,Pharmacy First Clinical Pathways,Infections,202403,,485.0,English Pharmacy,Amoxicillin 500mg capsules,0501013B0AAABAB,Antibacterial drugs,0501013B0AAABAB,501,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",1,Penicillins,QU9,5,SOUTH EAST,33,Amoxicillin,0501013B0,36.21,Amoxicillin 500mg capsules
50101,Y58,capsule,1,39732411000001106,Pharmacy First Clinical Pathways,Infections,202403,,225.0,English Pharmacy,Amoxicillin 500mg capsules,0501013B0AAABAB,Antibacterial drugs,0501013B0AAABAB,501,NHS SOMERSET INTEGRATED CARE BOARD,1,Penicillins,QSL,5,SOUTH WEST,15,Amoxicillin,0501013B0,16.8,Amoxicillin 500mg capsules
50101,Y56,capsule,1,39732411000001106,Pharmacy First Clinical Pathways,Infections,202403,,335.0,English Pharmacy,Amoxicillin 500mg capsules,0501013B0AAABAB,Antibacterial drugs,0501013B0AAABAB,501,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,1,Penicillins,QRV,5,LONDON,23,Amoxicillin,0501013B0,25.01,Amoxicillin 500mg capsules
50101,Y59,capsule,1,39732411000001106,Pharmacy First Clinical Pathways,Infections,202403,,195.0,English Pharmacy,Amoxicillin 500mg capsules,0501013B0AAABAB,Antibacterial drugs,0501013B0AAABAB,501,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,1,Penicillins,QXU,5,SOUTH EAST,13,Amoxicillin,0501013B0,14.56,Amoxicillin 500mg capsules
50101,Y60,ml,1,41940811000001105,Pharmacy First Clinical Pathways,Infections,202403,,900.0,English Pharmacy,Amoxicillin 125mg/5ml oral suspension,0501013B0AAAJAJ,Antibacterial drugs,0501013B0AAAJAJ,501,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,1,Penicillins,QJ2,5,MIDLANDS,4,Amoxicillin,0501013B0,14.85,Amoxicillin 125mg/5ml oral suspension
50101,Y61,ml,1,41940811000001105,Pharmacy First Clinical Pathways,Infections,202403,,200.0,English Pharmacy,Amoxicillin 125mg/5ml oral suspension,0501013B0AAAJAJ,Antibacterial drugs,0501013B0AAAJAJ,501,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,1,Penicillins,QUE,5,EAST OF ENGLAND,1,Amoxicillin,0501013B0,3.3,Amoxicillin 125mg/5ml oral suspension
50101,Y59,ml,1,41940811000001105,Pharmacy First Clinical Pathways,Infections,202403,,1200.0,English Pharmacy,Amoxicillin 125mg/5ml oral suspension,0501013B0AAAJAJ,Antibacterial drugs,0501013B0AAAJAJ,501,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,1,Penicillins,QRL,5,SOUTH EAST,7,Amoxicillin,0501013B0,19.8,Amoxicillin 125mg/5ml oral suspension
50101,Y56,ml,1,41940811000001105,Pharmacy First Clinical Pathways,Infections,202403,,500.0,English Pharmacy,Amoxicillin 125mg/5ml oral suspension,0501013B0AAAJAJ,Antibacterial drugs,0501013B0AAAJAJ,501,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,1,Penicillins,QRV,5,LONDON,4,Amoxicillin,0501013B0,8.25,Amoxicillin 125mg/5ml oral suspension
50101,Y62,ml,1,41940811000001105,Pharmacy First Clinical Pathways,Infections,202403,,2500.0,English Pharmacy,Amoxicillin 125mg/5ml oral suspension,0501013B0AAAJAJ,Antibacterial drugs,0501013B0AAAJAJ,501,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,1,Penicillins,QOP,5,NORTH WEST,15,Amoxicillin,0501013B0,41.25,Amoxicillin 125mg/5ml oral suspension
50101,Y60,ml,1,41940811000001105,Pharmacy First Clinical Pathways,Infections,202403,,800.0,English Pharmacy,Amoxicillin 125mg/5ml oral suspension,0501013B0AAAJAJ,Antibacterial drugs,0501013B0AAAJAJ,501,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,1,Penicillins,QWU,5,MIDLANDS,4,Amoxicillin,0501013B0,13.2,Amoxicillin 125mg/5ml oral suspension
50101,Y60,ml,1,41940811000001105,Pharmacy First Clinical Pathways,Infections,202403,,1000.0,English Pharmacy,Amoxicillin 125mg/5ml oral suspension,0501013B0AAAJAJ,Antibacterial drugs,0501013B0AAAJAJ,501,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,1,Penicillins,QT1,5,MIDLANDS,6,Amoxicillin,0501013B0,16.5,Amoxicillin 125mg/5ml oral suspension
50101,Y58,ml,1,41940811000001105,Pharmacy First Clinical Pathways,Infections,202403,,100.0,English Pharmacy,Amoxicillin 125mg/5ml oral suspension,0501013B0AAAJAJ,Antibacterial drugs,0501013B0AAAJAJ,501,NHS SOMERSET INTEGRATED CARE BOARD,1,Penicillins,QSL,5,SOUTH WEST,1,Amoxicillin,0501013B0,1.65,Amoxicillin 125mg/5ml oral suspension
50101,Y56,ml,1,41940811000001105,Pharmacy First Clinical Pathways,Infections,202403,,300.0,English Pharmacy,Amoxicillin 125mg/5ml oral suspension,0501013B0AAAJAJ,Antibacterial drugs,0501013B0AAAJAJ,501,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,1,Penicillins,QMJ,5,LONDON,2,Amoxicillin,0501013B0,4.95,Amoxicillin 125mg/5ml oral suspension
50101,Y63,ml,1,41940811000001105,Pharmacy First Clinical Pathways,Infections,202403,,2100.0,English Pharmacy,Amoxicillin 125mg/5ml oral suspension,0501013B0AAAJAJ,Antibacterial drugs,0501013B0AAAJAJ,501,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,1,Penicillins,QWO,5,NORTH EAST AND YORKSHIRE,13,Amoxicillin,0501013B0,34.65,Amoxicillin 125mg/5ml oral suspension
50101,Y62,ml,1,41940811000001105,Pharmacy First Clinical Pathways,Infections,202403,,2700.0,English Pharmacy,Amoxicillin 125mg/5ml oral suspension,0501013B0AAAJAJ,Antibacterial drugs,0501013B0AAAJAJ,501,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,1,Penicillins,QE1,5,NORTH WEST,16,Amoxicillin,0501013B0,44.55,Amoxicillin 125mg/5ml oral suspension
50101,Y58,ml,1,41940811000001105,Pharmacy First Clinical Pathways,Infections,202403,,200.0,English Pharmacy,Amoxicillin 125mg/5ml oral suspension,0501013B0AAAJAJ,Antibacterial drugs,0501013B0AAAJAJ,501,NHS DORSET INTEGRATED CARE BOARD,1,Penicillins,QVV,5,SOUTH WEST,1,Amoxicillin,0501013B0,3.3,Amoxicillin 125mg/5ml oral suspension
50101,Y60,ml,1,41940811000001105,Pharmacy First Clinical Pathways,Infections,202403,,1000.0,English Pharmacy,Amoxicillin 125mg/5ml oral suspension,0501013B0AAAJAJ,Antibacterial drugs,0501013B0AAAJAJ,501,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,1,Penicillins,QHL,5,MIDLANDS,6,Amoxicillin,0501013B0,16.5,Amoxicillin 125mg/5ml oral suspension
50101,Y59,ml,1,41940811000001105,Pharmacy First Clinical Pathways,Infections,202403,,800.0,English Pharmacy,Amoxicillin 125mg/5ml oral suspension,0501013B0AAAJAJ,Antibacterial drugs,0501013B0AAAJAJ,501,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,1,Penicillins,QKS,5,SOUTH EAST,5,Amoxicillin,0501013B0,13.2,Amoxicillin 125mg/5ml oral suspension
50101,Y56,ml,1,41940811000001105,Pharmacy First Clinical Pathways,Infections,202403,,500.0,English Pharmacy,Amoxicillin 125mg/5ml oral suspension,0501013B0AAAJAJ,Antibacterial drugs,0501013B0AAAJAJ,501,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,1,Penicillins,QWE,5,LONDON,3,Amoxicillin,0501013B0,8.25,Amoxicillin 125mg/5ml oral suspension
50101,Y61,ml,1,41940811000001105,Pharmacy First Clinical Pathways,Infections,202403,,600.0,English Pharmacy,Amoxicillin 125mg/5ml oral suspension,0501013B0AAAJAJ,Antibacterial drugs,0501013B0AAAJAJ,501,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",1,Penicillins,QHG,5,EAST OF ENGLAND,3,Amoxicillin,0501013B0,9.9,Amoxicillin 125mg/5ml oral suspension
50101,Y60,ml,1,41940811000001105,Pharmacy First Clinical Pathways,Infections,202403,,400.0,English Pharmacy,Amoxicillin 125mg/5ml oral suspension,0501013B0AAAJAJ,Antibacterial drugs,0501013B0AAAJAJ,501,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,1,Penicillins,QNC,5,MIDLANDS,2,Amoxicillin,0501013B0,6.6,Amoxicillin 125mg/5ml oral suspension
50101,Y56,ml,1,41940811000001105,Pharmacy First Clinical Pathways,Infections,202403,,1500.0,English Pharmacy,Amoxicillin 125mg/5ml oral suspension,0501013B0AAAJAJ,Antibacterial drugs,0501013B0AAAJAJ,501,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,1,Penicillins,QKK,5,LONDON,8,Amoxicillin,0501013B0,24.75,Amoxicillin 125mg/5ml oral suspension
50101,Y58,ml,1,41941111000001109,Pharmacy First Clinical Pathways,Infections,202403,,6300.0,English Pharmacy,Amoxicillin 250mg/5ml oral suspension,0501013B0AAAKAK,Antibacterial drugs,0501013B0AAAKAK,501,NHS SOMERSET INTEGRATED CARE BOARD,1,Penicillins,QSL,5,SOUTH WEST,40,Amoxicillin,0501013B0,156.87,Amoxicillin 250mg/5ml oral suspension
50101,Y63,ml,1,41941111000001109,Pharmacy First Clinical Pathways,Infections,202403,,25200.0,English Pharmacy,Amoxicillin 250mg/5ml oral suspension,0501013B0AAAKAK,Antibacterial drugs,0501013B0AAAKAK,501,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,1,Penicillins,QOQ,5,NORTH EAST AND YORKSHIRE,168,Amoxicillin,0501013B0,627.48,Amoxicillin 250mg/5ml oral suspension
50101,Y61,ml,1,41941111000001109,Pharmacy First Clinical Pathways,Infections,202403,,34500.0,English Pharmacy,Amoxicillin 250mg/5ml oral suspension,0501013B0AAAKAK,Antibacterial drugs,0501013B0AAAKAK,501,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,1,Penicillins,QM7,5,EAST OF ENGLAND,225,Amoxicillin,0501013B0,859.05,Amoxicillin 250mg/5ml oral suspension
50101,Y59,ml,1,41941111000001109,Pharmacy First Clinical Pathways,Infections,202403,,19700.0,English Pharmacy,Amoxicillin 250mg/5ml oral suspension,0501013B0AAAKAK,Antibacterial drugs,0501013B0AAAKAK,501,NHS SUSSEX INTEGRATED CARE BOARD,1,Penicillins,QNX,5,SOUTH EAST,129,Amoxicillin,0501013B0,490.53,Amoxicillin 250mg/5ml oral suspension
50101,Y60,ml,1,41941111000001109,Pharmacy First Clinical Pathways,Infections,202403,,13600.0,English Pharmacy,Amoxicillin 250mg/5ml oral suspension,0501013B0AAAKAK,Antibacterial drugs,0501013B0AAAKAK,501,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,1,Penicillins,QWU,5,MIDLANDS,86,Amoxicillin,0501013B0,338.64,Amoxicillin 250mg/5ml oral suspension
50101,Y58,ml,1,41941111000001109,Pharmacy First Clinical Pathways,Infections,202403,,20100.0,English Pharmacy,Amoxicillin 250mg/5ml oral suspension,0501013B0AAAKAK,Antibacterial drugs,0501013B0AAAKAK,501,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",1,Penicillins,QOX,5,SOUTH WEST,132,Amoxicillin,0501013B0,500.49,Amoxicillin 250mg/5ml oral suspension
50101,Y59,ml,1,41941111000001109,Pharmacy First Clinical Pathways,Infections,202403,,41000.0,English Pharmacy,Amoxicillin 250mg/5ml oral suspension,0501013B0AAAKAK,Antibacterial drugs,0501013B0AAAKAK,501,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,1,Penicillins,QRL,5,SOUTH EAST,272,Amoxicillin,0501013B0,1020.9,Amoxicillin 250mg/5ml oral suspension
50101,Y56,ml,1,41941111000001109,Pharmacy First Clinical Pathways,Infections,202403,,21900.0,English Pharmacy,Amoxicillin 250mg/5ml oral suspension,0501013B0AAAKAK,Antibacterial drugs,0501013B0AAAKAK,501,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,1,Penicillins,QMF,5,LONDON,153,Amoxicillin,0501013B0,545.31,Amoxicillin 250mg/5ml oral suspension
50101,Y58,ml,1,41941111000001109,Pharmacy First Clinical Pathways,Infections,202403,,15200.0,English Pharmacy,Amoxicillin 250mg/5ml oral suspension,0501013B0AAAKAK,Antibacterial drugs,0501013B0AAAKAK,501,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",1,Penicillins,QUY,5,SOUTH WEST,108,Amoxicillin,0501013B0,378.48,Amoxicillin 250mg/5ml oral suspension
50101,Y60,ml,1,41941111000001109,Pharmacy First Clinical Pathways,Infections,202403,,18100.0,English Pharmacy,Amoxicillin 250mg/5ml oral suspension,0501013B0AAAKAK,Antibacterial drugs,0501013B0AAAKAK,501,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,1,Penicillins,QNC,5,MIDLANDS,115,Amoxicillin,0501013B0,450.69,Amoxicillin 250mg/5ml oral suspension
50101,Y58,ml,1,41941111000001109,Pharmacy First Clinical Pathways,Infections,202403,,6800.0,English Pharmacy,Amoxicillin 250mg/5ml oral suspension,0501013B0AAAKAK,Antibacterial drugs,0501013B0AAAKAK,501,NHS DORSET INTEGRATED CARE BOARD,1,Penicillins,QVV,5,SOUTH WEST,43,Amoxicillin,0501013B0,169.32,Amoxicillin 250mg/5ml oral suspension
50101,Y60,ml,1,41941111000001109,Pharmacy First Clinical Pathways,Infections,202403,,6400.0,English Pharmacy,Amoxicillin 250mg/5ml oral suspension,0501013B0AAAKAK,Antibacterial drugs,0501013B0AAAKAK,501,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",1,Penicillins,QOC,5,MIDLANDS,43,Amoxicillin,0501013B0,159.36,Amoxicillin 250mg/5ml oral suspension
50101,Y60,ml,1,41941111000001109,Pharmacy First Clinical Pathways,Infections,202403,,25400.0,English Pharmacy,Amoxicillin 250mg/5ml oral suspension,0501013B0AAAKAK,Antibacterial drugs,0501013B0AAAKAK,501,NHS BLACK COUNTRY INTEGRATED CARE BOARD,1,Penicillins,QUA,5,MIDLANDS,162,Amoxicillin,0501013B0,632.46,Amoxicillin 250mg/5ml oral suspension
